id,english,luganda
HEB17,"And of the angels he saith, Who maketh his angels spirits, and his ministers a flame of fire.","Era ayogera ku bamalayika nti Afuula bamalayika be empewo, N'abaweereza be ennimi z'omuliro:"
HEB18,"But unto the Son he saith, Thy throne, O God, is for ever and ever: a sceptre of righteousness is the sceptre of thy kingdom.","naye ku Mwana ayogera nti Entebe yo, ai Katonda, ya lubeerera emirembe n'emirembe; N'omuggo ogw'obugolokofu gwe muggo ogw'obwakabaka bwo."
HEB19,"Thou hast loved righteousness, and hated iniquity; therefore God, even thy God, hath anointed thee with the oil of gladness above thy fellows.","Wayagala obutuukirivu, n'okyawa obujeemu; Katonda, Katonda wo, kyavudde akufukako Amafuta ag'okusanyuka okusinga banno."
HEB110,"And, Thou, Lord, in the beginning hast laid the foundation of the earth; and the heavens are the works of thine hands:","Era nti Ggwe, Mukama, ku lubereberye wassaawo emisingi gy'ensi, N'eggulu mulimu gwa mikono gyo:"
HEB51,"For every high priest taken from among men is ordained for men in things pertaining to God, that he may offer both gifts and sacrifices for sins:","Kubanga buli kabona asinga obukulu, bw'aggibwa mu bantu, ateekebwawo ku bwa bantu mu bigambo ebiri eri Katonda alyoke awengayo ebirabo era ne ssaddaaka olw'ebibi:"
HEB52,"Who can have compassion on the ignorant, and on them that are out of the way; for that he himself also is compassed with infirmity.","ayinza okukwata empola abatamanyi n'abakyamye, kubanga era naye yennyini yeetooloddwa obunafu;"
HEB53,"And by reason hereof he ought, as for the people, so also for himself, to offer for sins.","era olw'obwo kimugwanira nga ku lw'abantu, era bwe kityo ku lulwe yennyini, okuwangayo olw'ebibi."
HEB54,"And no man taketh this honour unto himself, but he that is called of God, as was Aaron.","So omuntu yenna teyeetwalira yekka kitiibwa ekyo, wabula ng'ayitiddwa Katonda, era nga Alooni."
HEB55,"So also Christ glorified not himself to be made an high priest; but he that said unto him, Thou art my Son, to day have I begotten thee.","Era bw'atyo Kristo teyeegulumiza yekka okufuuka kabona asinga obukulu, wabula oyo eyamugamba nti Ggwe oli Mwana wange, Leero nkuzadde ggwe:"
HEB56,"As he saith also in another place, Thou art a priest for ever after the order of Melchisedec.",era nga bw'ayogera awalala nti Ggwe oli kabona emirembe gyonna ng'engeri ya Merukizeddeeki bw'eri.
HEB57,"Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared;","Oyo mu nnaku ze yabeereramu mu mubiri gwe, bwe yawaayo okwegayirira n'okusaba eri oyo eyayinza okumulokola mu kufa n'okukaaba ennyo n'amaziga, era bwe yawulirwa olw'okutya kwe Katonda,"
HEB58,"Though he were a Son, yet learned he obedience by the things which he suffered;","newakubadde nga Mwana, naye yayiga okugonda olw'ebyo bye yabonaabona:"
HEB59,"And being made perfect, he became the author of eternal salvation unto all them that obey him;","awo bwe yamala okutuukirizibwa, n'afuuka ensonga y'obulokozi obutaggwaawo eri abo bonna abamuwulira;"
HEB510,Called of God an high priest after the order of Melchisedec.,Katonda gwe yayita kabona asinga obukulu ng'engeri ya Merukizeddeeki bw'eri.
HEB511,"Of whom we have many things to say, and hard to be uttered, seeing ye are dull of hearing.","Gwe tulinako ebigambo ebingi okwogera era ebizibu okutegeeza, kubanga mufuuse baggavu b'amatu."
HEB512,"For when for the time ye ought to be teachers, ye have need that one teach you again which be the first principles of the oracles of God; and are become such as have need of milk, and not of strong meat.","Kubanga bwe kibagwanira okubeeranga abayigiriza olw'ebiro ebyayita, mwetaaga nate omuntu okubayigiriza ebisookerwako eby'olubereberye eby'ebigambo bya Katonda; era mufuuse abeetaaga amata, so si mmere nkalubo."
HEB513,For every one that useth milk is unskilful in the word of righteousness: for he is a babe.,Kubanga buli anywa amata nga tannamanya kigambo kya butuukirivu; kubanga mwana muto.
HEB514,"But strong meat belongeth to them that are of full age, even those who by reason of use have their senses exercised to discern both good and evil.","Naye emmere enkalubo ya bakulu, abalina amagezi agayigirizibwa olw'okugakoza okwa wulanga obulungi n'obubi."
HEB131,Let brotherly love continue.,Okwagala ab'oluganda kubeerengawo.
HEB132,Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.,Temwerabiranga kusembeza bagenyi: kubanga olw'okwo waaliwo abaasembeza bamalayika nga tebamanyi.
HEB133,"Remember them that are in bonds, as bound with them; and them which suffer adversity, as being yourselves also in the body.","Mujjukirenga abasibe, ng'abasibirwa awamu nabo; era n'abalaba ennaku, kubanga nammwe muli mu mubiri."
HEB134,"Marriage is honourable in all, and the bed undefiled: but whoremongers and adulterers God will judge.","Okufumbiriganwa kwa kitiibwa eri bonna, n'ekitanda kirongoofu; kubanga abakaba n'abenzi Katonda alibasalira omusango."
HEB135,"Let your conversation be without covetousness; and be content with such things as ye have: for he hath said, I will never leave thee, nor forsake thee.","Mubeerenga n'empisa ey'obutaagalanga bintu; bye mulina bibamalenga: kubanga ye yennyini yagamba nti Sirikuleka n'akatono, so sirikwabulira n'akatono."
HEB136,"So that we may boldly say, The Lord is my helper, and I will not fear what man shall do unto me.",N'okwaŋŋanga ne twaŋŋanga okwogera nti Mukama ye mubeezi wange; ssiritya: Omuntu alinkola ki?
HEB137,"Remember them which have the rule over you, who have spoken unto you the word of God: whose faith follow, considering the end of their conversation.","Mujjukirenga abo abaabafuga, abaababuulira ekigambo kya Katonda; era nga mutunuulira enkomerero y'empisa zaabwe, mugobererenga okukkiriza kwabwe."
HEB138,"Jesus Christ the same yesterday, and to day, and for ever.",Yesu Kristo jjo ne leero aba bumu n'okutuusa emirembe n'emirembe.
HEB139,"Be not carried about with divers and strange doctrines. For it is a good thing that the heart be established with grace; not with meats, which have not profited them that have been occupied therein.","Temutwalibwatwalibwanga kuyigiriza okw'engeri ennyingi okuggya: kubanga kirungi omutima okunywezebwa n'ekisa; so si kunywezebwa na mpisa ez'okulyanga, ezitagasa abo abazitambuliramu."
HEB1310,"We have an altar, whereof they have no right to eat which serve the tabernacle.",Tulina ekyoto abaweereza eby'omu weema kye batalagirwa kuliirangako.
HEB1311,"For the bodies of those beasts, whose blood is brought into the sanctuary by the high priest for sin, are burned without the camp.","Kubanga ebisolo biri, ebitwalibwamu omusaayi gwabyo kabona asinga obukulu mu kifo ekitukuvu olw'ekibi, emibiri gyabyo gyokerwa bweru wa lusiisira."
HEB1312,"Wherefore Jesus also, that he might sanctify the people with his own blood, suffered without the gate.","Era ne Yesu kyeyava abonabonera ebweru wa wankaaki, alyoke atukuze abantu n'omusaayi gwe ye."
HEB1313,"Let us go forth therefore unto him without the camp, bearing his reproach.",Kale tufulume okugenda gy'ali ebweru w'olusiisira nga twetisse ekivume kye.
HEB1314,"For here have we no continuing city, but we seek one to come.","Kubanga wano tetulina kibuga ekibeerera, naye tunoonya ekigenda okujja."
HEB1315,"By him therefore let us offer the sacrifice of praise to God continually, that is, the fruit of our lips giving thanks to his name.","Kale mu oyo tuweereyo eri Katonda bulijjo ssaddaaka ey'ettendo, kye kibala eky'emimwa egyatula erinnya lye."
HEB1316,But to do good and to communicate forget not: for with such sacrifices God is well pleased.,Naye okukola obulungi n'okukkaanya temwerabiranga: kubanga ssaddaaka eziri ng'ezo zisanyusa nnyo Katonda.
HEB1317,"Obey them that have the rule over you, and submit yourselves: for they watch for your souls, as they that must give account, that they may do it with joy, and not with grief: for that is unprofitable for you.","Muwulirenga abo ababafuga mubagonderenga: kubanga abo batunula olw'obulamu bwammwe, ng'abaliwoza bwe baakola; balyoke bakolenga bwe batyo n'essanyu so si na kusinda: kubanga ekyo tekyandibagasizza mmwe."
HEB1318,"Pray for us: for we trust we have a good conscience, in all things willing to live honestly.","Mutusabirenga: kubanga tumanyidde ddala nga tulina omwoyo omulungi, nga twagala okubanga n'empisa ennungi mu byonna."
HEB1319,"But I beseech you the rather to do this, that I may be restored to you the sooner.","Era okusinga ennyo mbeegayirira okukolanga bwe mutyo, ndyoke nkomezebwewo mangu gye muli."
HEB1320,"Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,","Naye Katonda ow'emirembe, eyakomyawo okuva mu bafu omusumba w'endiga omukulu olw'omusaayi ogw'endagaano ey'olubeerera, ye Mukama waffe Yesu,"
HEB1321,"Make you perfect in every good work to do his will, working in you that which is wellpleasing in his sight, through Jesus Christ; to whom be glory for ever and ever. Amen.","abatuukirize mu buli kigambo kirungi okukolanga by'ayagala, ng'akolera mu ffe ekisiimibwa mu maaso ge, ku bwa Yesu Kristo; aweebwenga ekitiibwa emirembe n'emirembe. Amiina."
HEB1322,"And I beseech you, brethren, suffer the word of exhortation: for I have written a letter unto you in few words.","Naye mbabuulirira, ab'oluganda, mugumiikirizenga ekigambo eky'okubuulirira: kubanga mbawandiikidde mu bigambo bitono."
HEB1323,"Know ye that our brother Timothy is set at liberty; with whom, if he come shortly, I will see you.","Mumanye nga muganda waffe Timoseewo yateebwa; bw'alijja amangu, ndibalabira wamu naye."
HEB1324,"Salute all them that have the rule over you, and all the saints. They of Italy salute you.","Mulamuse bonna abafuga, n'abatukuvu bonna. Ab'omu Italiya babalamusizza."
HEB1325,Grace be with you all. Amen.,Ekisa kibeerenga nammwe mwenna. Amiina.
1CO91,Am I not an apostle? am I not free? have I not seen Jesus Christ our Lord? are not ye my work in the Lord?,Ssiri wa ddembe? ssiri mutume? ssaalaba Yesu Mukama waffe? mmwe temuli mulimu gwange mu Mukama waffe?
1CO92,"If I be not an apostle unto others, yet doubtless I am to you: for the seal of mine apostleship are ye in the Lord.","Oba nga ssiri mutume eri abalala, naye ndi mutume eri mmwe: kubanga mmwe kabonero k'obutume bwange mu Mukama waffe."
1CO93,"Mine answer to them that do examine me is this,",Bwe mpoza bwe nti eri abo abankemereza.
1CO94,Have we not power to eat and to drink?,Tetulina buyinza okulyanga n'okunywanga?
1CO95,"Have we not power to lead about a sister, a wife, as well as other apostles, and as the brethren of the Lord, and Cephas?","Tetulina buyinza okutwalanga omukazi ow'oluganda awamu naffe, era ng'abatume abalala, ne baganda ba Mukama waffe, ne Keefa."
1CO96,"Or I only and Barnabas, have not we power to forbear working?",Oba nze nzekka ne Balunabba tetulina buyinza obutakolanga mirimu?
1CO97,"Who goeth a warfare any time at his own charges? who planteth a vineyard, and eateth not of the fruit thereof? or who feedeth a flock, and eateth not of the milk of the flock?",Ani agenda okutabaala yonna yonna n'atabaaza ebintu bye ye? ani asimba olusuku n'atalya ku mmere yaamu? oba ani alunda ekisibo n'atanywa ku mata g'ekisibo ekyo?
1CO98,Say I these things as a man? or saith not the law the same also?,Ebyo njogera bya buntu? oba era n'amateeka tegoogera bwe gatyo?
1CO99,"For it is written in the law of Moses, Thou shalt not muzzle the mouth of the ox that treadeth out the corn. Doth God take care for oxen?",Kubanga kyawandiikibwa mu mateeka ga Musa nti Togisibanga kamwa ente ng'ewuula. Katonda alowooza bya nte?
1CO910,"Or saith he it altogether for our sakes? For our sakes, no doubt, this is written: that he that ploweth should plow in hope; and that he that thresheth in hope should be partaker of his hope.","oba ayogera ku lwaffe fekka? Kubanga kyawandiikibwa ku lwaffe: kubanga alima kimugwanira okulima ng'asuubira, era n'awuula kimugwanira okuwuula ng'asuubira okuweebwako."
1CO911,"If we have sown unto you spiritual things, is it a great thing if we shall reap your carnal things?","Oba nga ffe twabasigamu eby'omwoyo, kya kitalo ffe bwe tulikungula ebyammwe eby'omubiri?"
1CO912,"If others be partakers of this power over you, are not we rather? Nevertheless we have not used this power; but suffer all things, lest we should hinder the gospel of Christ.","Oba nga abalala balina obuyinza obwo ku mmwe, ffe tetusinga bo? Naye tetwakoza buyinza obwo; naye tugumiikiriza byonna, tulemenga okuleeta ekiziyiza enjiri ya Kristo."
1CO913,Do ye not know that they which minister about holy things live of the things of the temple? and they which wait at the altar are partakers with the altar?,"Temumanyi ng'abo abaweereza ebitukuvu balya ku by'omu yeekaalu, n'abo abaweereza ku kyoto bagabana n'ekyoto?"
1CO914,Even so hath the Lord ordained that they which preach the gospel should live of the gospel.,Era ne Mukama waffe bw'atyo yalagira ababuulira enjiri baliisibwenga olw'enjiri.
1CO915,"But I have used none of these things: neither have I written these things, that it should be so done unto me: for it were better for me to die, than that any man should make my glorying void.","Naye nze sibikozanga ebyo n'ekimu: so siwandiise ebyo kiryoke kinkolerwenga nze bwe kityo kubanga waakiri nze okufa, okusinga omuntu yenna okufuula okwenyumiriza kwange okw'obwereere."
1CO916,"For though I preach the gospel, I have nothing to glory of: for necessity is laid upon me; yea, woe is unto me, if I preach not the gospel!","Kubanga bwe mbuulira enjiri, siba na kya kwenyumiriza; kubanga nnina okuwalirizibwa; kubanga zinsanze, bwe ssibuulira njiri."
1CO917,"For if I do this thing willingly, I have a reward: but if against my will, a dispensation of the gospel is committed unto me.","Kuba oba nga nkola bwe ntyo n'okwagala, mbeera n'empeera: naye oba nga ssikola na kwagala, nnateresebwa obuwanika."
1CO918,"What is my reward then? Verily that, when I preach the gospel, I may make the gospel of Christ without charge, that I abuse not my power in the gospel.","Kale mpeera ki gye nnina? Mbuulira enjiri okugifuula ey'obwereere, nneme okukoleza ddala obuyinza bwange mu njiri."
1CO919,"For though I be free from all men, yet have I made myself servant unto all, that I might gain the more.","Kuba newakubadde nga ndi wa ddembe eri bonna, nneefuula muddu eri bonna, ndyoke nfunenga abangi."
1CO920,"And unto the Jews I became as a Jew, that I might gain the Jews; to them that are under the law, as under the law, that I might gain them that are under the law;","N'eri Abayudaaya nnafuuka nga Omuyudaaya, nfunenga Abayudaaya; eri abo abafugibwa amateeka nnafuuka ng'afugibwa amateeka, nze kennyini nga sifugibwa mateeka, nfunenga abafugibwa amateeka;"
1CO921,"To them that are without law, as without law, (being not without law to God, but under the law to Christ,) that I might gain them that are without law.","eri abatalina mateeka nnafuuka ng'atalina mateeka, si butaba na mateeka eri Katonda, naye nga mpulira amateeka eri Kristo, nfunenga abatalina mateeka."
1CO922,"To the weak became I as weak, that I might gain the weak: I am made all things to all men, that I might by all means save some.","Eri abanafu nnafuuka munafu, nfunenga abanafu: eri bonna nfuuse byonna, mu byonna byonna ndyoke ndokolenga abamu."
1CO923,"And this I do for the gospel's sake, that I might be partaker thereof with you.","Era nkola byonna olw'enjiri, ndyoke nzisenga kimu mu yo."
1CO924,"Know ye not that they which run in a race run all, but one receiveth the prize? So run, that ye may obtain.","Temumanyi ng'abadduka mu kuwakana baddukanira ddala bonna, naye aweebwako empeera omu? Muddukenga bwe mutyo mulyoke muweebwe."
1CO925,And every man that striveth for the mastery is temperate in all things. Now they do it to obtain a corruptible crown; but we an incorruptible.,"Era buli muntu awakana yeegendereza mu byonna. Kale bo bakola bwe batyo balyoke baweebwe engule eryonooneka, naye ffe etayonooneka."
1CO926,"I therefore so run, not as uncertainly; so fight I, not as one that beateth the air:","Nze kyenva nziruka bwe nti, si ng'atamanyi; nnwana bwe nti si ng'akuba ebbanga:"
1CO927,"But I keep under my body, and bring it into subjection: lest that by any means, when I have preached to others, I myself should be a castaway.","naye nneebonereza omubiri gwange era ngufuga: mpozzi, nga maze okubuulira abalala, nze nzekka nneme okubeera atasiimibwa."
1CO121,"Now concerning spiritual gifts, brethren, I would not have you ignorant.","Kale nno, ab'oluganda, eby'ebirabo eby'omwoyo ssaagala mmwe obutabitegeera."
1CO122,"Ye know that ye were Gentiles, carried away unto these dumb idols, even as ye were led.","Mumanyi bwe mwali ab'amawanga nga mwakyamizibwanga eri ebifaananyi ebitoogera, nga mukyamizibwa mu ngeri yonna."
1CO123,"Wherefore I give you to understand, that no man speaking by the Spirit of God calleth Jesus accursed: and that no man can say that Jesus is the Lord, but by the Holy Ghost.","Kyenva mbategeeza nga siwali muntu bw'ayogera mu Mwoyo gwa Katonda agamba nti Yesu akolimiddwa; so siwali muntu ayinza okwogera nti Yesu ye Mukama waffe, wabula mu Mwoyo Omutukuvu."
1CO124,"Now there are diversities of gifts, but the same Spirit.","Naye waliwo enjawulo z'ebirabo, naye Omwoyo ali omu."
1CO125,"And there are differences of administrations, but the same Lord.","Era waliwo enjawulo z'okuweereza, era Mukama waffe ali omu."
1CO126,"And there are diversities of operations, but it is the same God which worketh all in all.","Era waliwo enjawulo z'okukola, naye Katonda ali omu, akola byonna mu bonna."
1CO127,But the manifestation of the Spirit is given to every man to profit withal.,Naye buli muntu aweebwa okulagibwa kw'Omwoyo olw'okugasa.
1CO128,For to one is given by the Spirit the word of wisdom; to another the word of knowledge by the same Spirit;,"Kubanga omulala Omwoyo amuweesa ekigambo eky'amagezi; n'omulala aweebwa ekigambo eky'okutegeeranga, ku bw'Omwoyo oyo:"
1CO129,To another faith by the same Spirit; to another the gifts of healing by the same Spirit;,"omulala okukkiriza, ku bw'Omwoyo oyo; n'omulala ebirabo eby'okuwonyanga, ku bw'Omwoyo omu;"
1CO1210,To another the working of miracles; to another prophecy; to another discerning of spirits; to another divers kinds of tongues; to another the interpretation of tongues:,n’omulala okukolanga eby'amagero; n'omulala okubuuliranga; n'omulala okwawulanga emyoyo: omulala engeri z'ennimi; n'omulala okuvvuunuzanga ennimi:
1CO1211,"But all these worketh that one and the selfsame Spirit, dividing to every man severally as he will.","naye ebyo byonna Omwoyo oyo omu ye abikola, ng'agabira buli muntu kinnoomu nga ye bw'ayagala."
1CO1212,"For as the body is one, and hath many members, and all the members of that one body, being many, are one body: so also is Christ.","Kuba omubiri nga bwe guli ogumu ne guba n'ebitundu ebingi n'ebitundu byonna eby'omubiri, newakubadde nga bingi, gwe mubiri gumu; era ne Kristo bw'atyo."
1CO1213,"For by one Spirit are we all baptized into one body, whether we be Jews or Gentiles, whether we be bond or free; and have been all made to drink into one Spirit.","Kubanga mu Mwoyo omu fenna twabatizibwa okuyingira mu mubiri gumu, oba Bayudaaya oba Bayonaani, oba baddu oba ba ddembe; fenna ne tunywesebwa mu Mwoyo omu."
1CO1214,"For the body is not one member, but many.","Kubanga n'omubiri si kitundu kimu, naye bingi."
1CO1215,"If the foot shall say, Because I am not the hand, I am not of the body; is it therefore not of the body?","Ekigere bwe kyogera nti Kubanga siri mukono, siri wa ku mubiri; olwekyo tekibeera ekitali kya ku mubiri."
1CO1216,"And if the ear shall say, Because I am not the eye, I am not of the body; is it therefore not of the body?","Era okutu bwe kwogera nti Kubanga siri liiso, siri wa ku mubiri; olwekyo tekubeera okutali kwa ku mubiri."
1CO1217,"If the whole body were an eye, where were the hearing? If the whole were hearing, where were the smelling?","Omubiri gwonna singa liiso, okuwulira kwandibadde wa? Gwonna singa kuwulira, okuwunyiriza kwandibadde wa?"
1CO1218,"But now hath God set the members every one of them in the body, as it hath pleased him.","Naye kaakano Katonda yassaawo ebitundu buli kinnakimu mu mubiri, nga bwe yayagala."
1CO1219,"And if they were all one member, where were the body?","Era byonna singa kyali kitundu kimu, omubiri gwandibadde wa?"
1CO1220,"But now are they many members, yet but one body.","Naye kaakano ebitundu biri bingi, naye omubiri gumu."
1CO1221,"And the eye cannot say unto the hand, I have no need of thee: nor again the head to the feet, I have no need of you.",N'eriiso teriyinza kugamba mukono nti Ggwe sikwetaaga: oba nate omutwe okugamba ebigere nti Mmwe sibeetaaga.
1CO1222,"Nay, much more those members of the body, which seem to be more feeble, are necessary:","Naye, ekisinga ennyo, ebitundu bino eby'omubiri ebirowoozebwa okubeera ebinafu byetaagibwa:"
1CO1223,"And those members of the body, which we think to be less honourable, upon these we bestow more abundant honour; and our uncomely parts have more abundant comeliness.","n'ebyo eby'oku mubiri bye tulowooza obutaba na kitiibwa nnyo, bye twambaza ekitiibwa ekisinga obungi: n'ebitundu byaffe ebitali birungi bye bisinga okubeera n'obulungi;"
1CO1224,"For our comely parts have no need: but God hath tempered the body together, having given more abundant honour to that part which lacked:","naye ebirungi byaffe tebyetaaga: naye Katonda yagattira ddala wamu omubiri, ekitundu ekyabulako ng'akiwa ekitiibwa ekisinga obungi;"
1CO1225,That there should be no schism in the body; but that the members should have the same care one for another.,walemenga okubeera okwawula mu mubiri; naye ebitundu biyambaganenga bumu byokka na byokka.
1CO1226,"And whether one member suffer, all the members suffer with it; or one member be honoured, all the members rejoice with it.","Era ekitundu ekimu bwe kibonaabona, ebitundu byonna bibonerabanera wamu nakyo; oba ekitundu ekimu bwe kigulumizibwa, ebitundu byonna bisanyukira wamu nakyo."
1CO1227,"Now ye are the body of Christ, and members in particular.","Naye mmwe muli mubiri gwa Kristo, n'ebitundu byagwo, buli muntu."
1CO1228,"And God hath set some in the church, first apostles, secondarily prophets, thirdly teachers, after that miracles, then gifts of healings, helps, governments, diversities of tongues.","Era Katonda yassaawo mu kkanisa abalala, okusooka batume, ab'okubiri bannabbi, ab'okusatu bayigiriza, nate eby'amagero, nate ebirabo eby'okuwonyanga, abayambi, abafuga, aboogezi b'ennimi."
1CO1229,Are all apostles? are all prophets? are all teachers? are all workers of miracles?,Bonna batume? bonna bannabbi? bonna bayigiriza? bonna bakola eby'amagero?
1CO1230,Have all the gifts of healing? do all speak with tongues? do all interpret?,bonna balina ebirabo eby'okuwonyanga? bonna boogera ennimi? bonna baavvuunula?
1CO1231,But covet earnestly the best gifts: and yet shew I unto you a more excellent way.,Naye mwegombenga ebirabo ebisinga obukulu. Era mbalaga ekkubo erisinga ennyo obulungi.
1CO41,"Let a man so account of us, as of the ministers of Christ, and stewards of the mysteries of God.","Omuntu atulowoozenga bw'ati, nga tuli baweereza ba Kristo era abawanika b'ebyama bya Katonda:"
1CO42,"Moreover it is required in stewards, that a man be found faithful.","Era wano kigwanira abawanika, omuntu okulabikanga nga mwesigwa."
1CO43,"But with me it is a very small thing that I should be judged of you, or of man's judgment: yea, I judge not mine own self.","Naye ku nze kigambo kitono nnyo mmwe okunsalira omusango, oba omuntu yenna: era nange nzekka sseesalira musango:"
1CO44,For I know nothing by myself; yet am I not hereby justified: but he that judgeth me is the Lord.,Kubanga sseemanyiiko kigambo; naye ekyo tekimpeesa butuukirivu: naye ansalira omusango ye Mukama waffe.
1CO45,"Therefore judge nothing before the time, until the Lord come, who both will bring to light the hidden things of darkness, and will make manifest the counsels of the hearts: and then shall every man have praise of God.","Kale temusalanga musango gwa kigambo kyonna, ebiro nga tebinnatuuka, okutuusa Mukama waffe lw'alijja, alimulisa ebikwekebwa eby'omu kizikiza, era alirabisa okuteesa okw'omu mitima; buli muntu n'alyoka aweebwa ettendo lye eri Katonda."
1CO46,"And these things, brethren, I have in a figure transferred to myself and to Apollos for your sakes; that ye might learn in us not to think of men above that which is written, that no one of you be puffed up for one against another.","Naye ebyo, ab'oluganda, mbigeredde ku nze ne Apolo ku lwammwe; mulyoke muyigire ku ffe obutasukkanga ku byawandiikibwa; omuntu yenna alemenga okwegulumiza olw'omu okusinga omulala."
1CO47,"For who maketh thee to differ from another? and what hast thou that thou didst not receive? now if thou didst receive it, why dost thou glory, as if thou hadst not received it?","Kubanga akwawula ye ani? era olina ki ky'otaaweebwa? naye okuweebwa oba nga waweebwa, kiki ekikwenyumirizisa ng'ataaweebwa?"
1CO48,"Now ye are full, now ye are rich, ye have reigned as kings without us: and I would to God ye did reign, that we also might reign with you.","Mumaze okukkuta, mumaze okugaggawala, mwafuga nga bakabaka awatali ffe: era mubeera kufuga nandyagadde, era naffe tulyoke tufugire wamu nammwe."
1CO49,"For I think that God hath set forth us the apostles last, as it were appointed to death: for we are made a spectacle unto the world, and to angels, and to men.",Kubanga ndowooza nga Katonda ffe abatume yatwolesa enkomerero ng'abataaleme kufa: kubanga twafuuka ekyerolerwa ensi ne bamalayika n'abantu.
1CO410,"We are fools for Christ's sake, but ye are wise in Christ; we are weak, but ye are strong; ye are honourable, but we are despised.","Ffe tuli basirusiru ku bwa Kristo, naye mmwe muli bagezigezi mu Kristo; ffe tuli banafu, naye mmwe muli ba maanyi; mmwe muli ba kitiibwa, ffe tuli ba kunyoomebwa."
1CO411,"Even unto this present hour we both hunger, and thirst, and are naked, and are buffeted, and have no certain dwellingplace;","Era n'okutuusa ekiseera kino, tulumwa enjala era n'ennyonta, era tuba bwereere, era tukubibwa ebikonde, era tetuliiko waffe;"
1CO412,"And labour, working with our own hands: being reviled, we bless; being persecuted, we suffer it:","era tukola emirimu nga tutegana n'emikono gyaffe: bwe tuvumibwa, tubasabira omukisa; bwe tuyigganyizibwa, tugumiikiriza;"
1CO413,"Being defamed, we intreat: we are made as the filth of the world, and are the offscouring of all things unto this day.","bwe tuwaayirizibwa, twegayirira: twafuuka ng'ebisasiro eby'ensi; empitambi eza byonna, okutuusa kaakano."
1CO414,"I write not these things to shame you, but as my beloved sons I warn you.","Ebyo ssibiwandiika kubakwasa nsonyi, wabula okubabuulirira ng'abaana bange abaagalwa."
1CO415,"For though ye have ten thousand instructers in Christ, yet have ye not many fathers: for in Christ Jesus I have begotten you through the gospel.","Kuba newakubadde nga mulina abayigiriza kakumi mu Kristo, naye temulina bakitammwe bangi; kubanga nze nabazaaza enjiri mu Kristo Yesu:"
1CO416,"Wherefore I beseech you, be ye followers of me.",Kyenva mbeegayirira okungobereranga:
1CO417,"For this cause have I sent unto you Timotheus, who is my beloved son, and faithful in the Lord, who shall bring you into remembrance of my ways which be in Christ, as I teach every where in every church.","Kyenva ntuma Timoseewo gye muli ye mwana wange omwagalwa omwesigwa mu Mukama waffe, alibajjukiza amakubo gange agali mu Kristo, nga bwe njigiriza yonna yonna mu buli kkanisa."
1CO418,"Now some are puffed up, as though I would not come to you.",Naye waliwo abalala abeegulumiza nga balowooza nga nze sigenda kujja gye muli.
1CO419,"But I will come to you shortly, if the Lord will, and will know, not the speech of them which are puffed up, but the power.","Naye ndijja gye muli mangu, Mukama waffe bw'alyagala; era ndimanya amaanyi gaabwe abeegulumiza so si kigambo kyabwe."
1CO420,"For the kingdom of God is not in word, but in power.","Kubanga obwakabaka bwa Katonda tebuli mu kigambo, wabula mu maanyi."
1CO421,"What will ye? shall I come unto you with a rod, or in love, and in the spirit of meekness?","Mwagalako ki? njije gye muli n'omuggo, oba mu kwagala ne mu mwoyo ogw'obuwombeefu?"
1CO141,"Follow after charity, and desire spiritual gifts, but rather that ye may prophesy.","Mugobererenga okwagala; naye mwegombenga ebirabo eby'omwoyo, naye ekisinga mubuulirenga."
1CO142,"For he that speaketh in an unknown tongue speaketh not unto men, but unto God: for no man understandeth him; howbeit in the spirit he speaketh mysteries.","Kubanga ayogera olulimi tayogera eri bantu, wabula Katonda; kubanga siwali awulira; naye mu mwoyo ayogera byama."
1CO143,"But he that prophesieth speaketh unto men to edification, and exhortation, and comfort.","Naye abuulira ayogera eri abantu ebizimba, n'ebisanyusa, n'ebigumya."
1CO144,He that speaketh in an unknown tongue edifieth himself; but he that prophesieth edifieth the church.,Ayogera olulimi yeezimba yekka; naye abuulira azimba ekkanisa.
1CO145,"I would that ye all spake with tongues, but rather that ye prophesied: for greater is he that prophesieth than he that speaketh with tongues, except he interpret, that the church may receive edifying.","Kale mbaagala mwenna mwogerenga ennimi, naye waakiri mubuulirenga: era abuulira ye asinga obukulu ayogera ennimi, wabula ng'ategeeza, ekkanisa eryoke ezimbibwe."
1CO146,"Now, brethren, if I come unto you speaking with tongues, what shall I profit you, except I shall speak to you either by revelation, or by knowledge, or by prophesying, or by doctrine?","Naye kaakano, ab'oluganda, oba nga ndijja gye muli nga njogera ennimi, ndibagasa ntya; bwe ssiryogera nammwe oba mu kubikkula, oba mu kutegeera, oba mu kubuulira, oba mu kuyigiriza?"
1CO147,"And even things without life giving sound, whether pipe or harp, except they give a distinction in the sounds, how shall it be known what is piped or harped?","Era n'ebitali biramu, ebireeta, eddoboozi; oba ndere, oba nnanga, bwe bitaleeta kwawula mu kuvuga, kitegeerwa kitya ekifuuyibwa oba ekikubibwa?"
1CO148,"For if the trumpet give an uncertain sound, who shall prepare himself to the battle?","Kubanga n'akagombe bwe kavuga eddoboozi eritategeerekeka, ani alyeteekateeka okulwana?"
